frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
39,2,1616.0,381.0,175.68,398.65,1,-1,-1,-1
39,3,1308.0,461.0,87.838,199.32,1,-1,-1,-1
39,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
39,5,100.0,490.0,113.37,257.27,1,-1,-1,-1
40,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
40,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
40,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
40,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
40,5,329.0,543.0,135.42,307.29,1,-1,-1,-1
41,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
41,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
41,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
41,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
41,5,333.0,543.0,146.62,332.71,1,-1,-1,-1
42,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
42,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
42,3,1308.0,461.0,87.838,199.32,1,-1,-1,-1
42,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
42,5,236.0,248.0,226.74,514.53,1,-1,-1,-1
43,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
43,2,1616.0,381.0,175.68,398.65,1,-1,-1,-1
43,3,1310.0,537.0,52.0,118.0,1,-1,-1,-1
43,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
43,5,259.0,275.0,250.0,567.31,1,-1,-1,-1
44,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
44,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
44,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
44,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
44,5,497.0,515.0,33.737,76.557,1,-1,-1,-1
45,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
45,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
45,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
45,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
45,5,1564.0,325.0,189.32,429.61,1,-1,-1,-1
46,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
46,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
46,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
46,4,1670.0,381.0,175.68,398.65,1,-1,-1,-1
46,5,512.0,494.0,33.737,76.557,1,-1,-1,-1
47,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
47,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
47,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
47,4,1378.0,510.0,67.474,153.11,1,-1,-1,-1
47,5,338.0,519.0,159.84,362.7,1,-1,-1,-1
48,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
48,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
48,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
48,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
48,5,1670.0,354.0,175.68,398.65,1,-1,-1,-1
49,1,1752.0,290.0,207.45,470.74,1,-1,-1,-1
49,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
49,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
49,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
49,5,1670.0,354.0,175.68,398.65,1,-1,-1,-1
50,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
50,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
50,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
50,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
50,5,1670.0,381.0,175.68,398.65,1,-1,-1,-1
51,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
51,2,1564.0,354.0,189.32,429.61,1,-1,-1,-1
51,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
51,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
51,5,1643.0,381.0,175.68,398.65,1,-1,-1,-1
52,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
52,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
52,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
52,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
52,5,1670.0,381.0,175.68,398.65,1,-1,-1,-1
53,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
53,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
53,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
53,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
53,5,1651.0,383.0,189.32,429.61,1,-1,-1,-1
54,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
54,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
54,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
54,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
54,5,1651.0,383.0,189.32,429.61,1,-1,-1,-1
55,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
55,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
55,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
55,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
55,5,1528.0,322.0,207.45,470.74,1,-1,-1,-1
56,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
56,2,1564.0,354.0,189.32,429.61,1,-1,-1,-1
56,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
56,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
56,5,582.0,498.0,146.62,332.71,1,-1,-1,-1
57,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
57,2,1564.0,354.0,189.32,429.61,1,-1,-1,-1
57,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
57,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
57,5,579.0,522.0,135.42,307.29,1,-1,-1,-1
58,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
58,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
58,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
58,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
58,5,604.0,552.0,123.42,280.06,1,-1,-1,-1
59,1,1737.0,283.0,226.74,514.53,1,-1,-1,-1
59,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
59,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
59,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
59,5,1528.0,353.0,207.45,470.74,1,-1,-1,-1
60,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
60,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
60,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
60,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
60,5,1528.0,353.0,207.45,470.74,1,-1,-1,-1
61,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
61,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
61,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
61,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
61,5,393.0,463.0,103.17,234.13,1,-1,-1,-1
62,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
62,2,1622.0,354.0,189.32,429.61,1,-1,-1,-1
62,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
62,4,1315.0,545.0,47.794,108.46,1,-1,-1,-1
62,5,898.0,524.0,43.624,98.993,1,-1,-1,-1
63,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
63,2,1592.0,353.0,207.45,470.74,1,-1,-1,-1
63,3,1351.0,480.0,79.918,181.35,1,-1,-1,-1
63,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
63,5,566.0,236.0,250.0,567.31,1,-1,-1,-1
64,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
64,2,1592.0,353.0,207.45,470.74,1,-1,-1,-1
64,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
64,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
64,5,566.0,236.0,250.0,567.31,1,-1,-1,-1
65,1,1702.0,283.0,226.74,514.53,1,-1,-1,-1
65,2,1622.0,383.0,189.32,429.61,1,-1,-1,-1
65,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
65,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
65,5,393.0,447.0,103.17,234.13,1,-1,-1,-1
66,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
66,2,1592.0,353.0,207.45,470.74,1,-1,-1,-1
66,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
66,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
66,5,393.0,447.0,103.17,234.13,1,-1,-1,-1
67,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
67,2,1593.0,354.0,189.32,429.61,1,-1,-1,-1
67,3,1349.0,490.0,73.864,167.61,1,-1,-1,-1
67,4,1308.0,461.0,87.838,199.32,1,-1,-1,-1
67,5,1535.0,408.0,175.68,398.65,1,-1,-1,-1
68,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
68,2,1593.0,383.0,189.32,429.61,1,-1,-1,-1
68,3,806.0,689.0,52.0,118.0,1,-1,-1,-1
68,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
68,5,1535.0,354.0,189.32,429.61,1,-1,-1,-1
69,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
69,2,1603.0,275.0,250.0,567.31,1,-1,-1,-1
69,3,1528.0,353.0,207.45,470.74,1,-1,-1,-1
69,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
69,5,409.0,447.0,103.17,234.13,1,-1,-1,-1
70,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
70,2,1597.0,283.0,226.74,514.53,1,-1,-1,-1
70,3,1308.0,461.0,87.838,199.32,1,-1,-1,-1
70,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
70,5,704.0,721.0,47.794,108.46,1,-1,-1,-1
71,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
71,2,1560.0,322.0,207.45,470.74,1,-1,-1,-1
71,3,1295.0,461.0,87.838,199.32,1,-1,-1,-1
71,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
71,5,797.0,645.0,67.474,153.11,1,-1,-1,-1
72,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
72,2,1560.0,322.0,207.45,470.74,1,-1,-1,-1
72,3,757.0,705.0,43.624,98.993,1,-1,-1,-1
72,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
72,5,775.0,533.0,123.42,280.06,1,-1,-1,-1
73,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
73,2,1560.0,322.0,207.45,470.74,1,-1,-1,-1
73,3,1496.0,353.0,207.45,470.74,1,-1,-1,-1
73,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
73,5,728.0,258.0,207.45,470.74,1,-1,-1,-1
74,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
74,2,1603.0,275.0,250.0,567.31,1,-1,-1,-1
74,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
74,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
74,5,749.0,266.0,189.32,429.61,1,-1,-1,-1
75,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
75,2,1603.0,275.0,250.0,567.31,1,-1,-1,-1
75,3,1308.0,461.0,87.838,199.32,1,-1,-1,-1
75,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
75,5,788.0,293.0,135.42,307.29,1,-1,-1,-1
76,1,1680.0,236.0,250.0,567.31,1,-1,-1,-1
76,2,1603.0,275.0,250.0,567.31,1,-1,-1,-1
76,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
76,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
76,5,759.0,283.0,226.74,514.53,1,-1,-1,-1
77,1,1667.0,283.0,226.74,514.53,1,-1,-1,-1
77,2,1562.0,283.0,226.74,514.53,1,-1,-1,-1
77,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
77,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
77,5,889.0,514.0,123.42,280.06,1,-1,-1,-1
78,1,1667.0,283.0,226.74,514.53,1,-1,-1,-1
78,2,1562.0,283.0,226.74,514.53,1,-1,-1,-1
78,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
78,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
78,5,808.0,609.0,87.838,199.32,1,-1,-1,-1
79,1,1642.0,275.0,250.0,567.31,1,-1,-1,-1
79,2,1492.0,318.0,226.74,514.53,1,-1,-1,-1
79,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
79,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
79,5,809.0,615.0,79.918,181.35,1,-1,-1,-1
80,1,1642.0,275.0,250.0,567.31,1,-1,-1,-1
80,2,1492.0,318.0,226.74,514.53,1,-1,-1,-1
80,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
80,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
80,5,424.0,447.0,103.17,234.13,1,-1,-1,-1
81,1,1642.0,275.0,250.0,567.31,1,-1,-1,-1
81,2,1496.0,353.0,207.45,470.74,1,-1,-1,-1
81,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
81,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
81,5,424.0,447.0,103.17,234.13,1,-1,-1,-1
82,1,1642.0,275.0,250.0,567.31,1,-1,-1,-1
82,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
82,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
82,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
82,5,440.0,447.0,103.17,234.13,1,-1,-1,-1
83,1,1680.0,275.0,250.0,567.31,1,-1,-1,-1
83,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
83,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
83,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
83,5,432.0,438.0,113.37,257.27,1,-1,-1,-1
84,1,1656.0,258.0,207.45,470.74,1,-1,-1,-1
84,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
84,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
84,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
84,5,440.0,447.0,103.17,234.13,1,-1,-1,-1
85,1,1656.0,258.0,207.45,470.74,1,-1,-1,-1
85,2,1464.0,353.0,207.45,470.74,1,-1,-1,-1
85,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
85,4,1339.0,480.0,79.918,181.35,1,-1,-1,-1
85,5,432.0,438.0,113.37,257.27,1,-1,-1,-1
86,1,1656.0,258.0,207.45,470.74,1,-1,-1,-1
86,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
86,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
86,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
86,5,440.0,447.0,103.17,234.13,1,-1,-1,-1
87,1,1656.0,258.0,207.45,470.74,1,-1,-1,-1
87,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
87,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
87,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
87,5,440.0,447.0,103.17,234.13,1,-1,-1,-1
88,1,1656.0,258.0,207.45,470.74,1,-1,-1,-1
88,2,1458.0,318.0,226.74,514.53,1,-1,-1,-1
88,3,1310.0,545.0,52.0,118.0,1,-1,-1,-1
88,4,1349.0,490.0,73.864,167.61,1,-1,-1,-1
